"ID","condition","correct","rt"
1,2,1,538.891495462743
1,2,1,595.700724159704
1,2,1,516.799190765956
1,2,1,583.138047506466
1,2,1,977.712198358527
1,2,1,424.326508036037
1,2,1,345.338405392322
1,2,0,481.361356561062
1,2,1,576.0516507326
1,2,0,861.234307105209
1,2,1,462.297968986281
1,2,1,461.621059617308
1,2,1,559.347590643356
1,2,1,1093.24508527245
1,2,1,576.743515959278
1,2,1,612.544349141117
1,2,1,708.896605278163
1,2,1,613.664365277531
1,2,1,536.607034795582
1,2,1,319.948710497649
1,2,1,546.725555612322
1,2,1,360.2063603695
1,2,0,369.080545048792
1,2,1,555.860267007279
1,2,1,460.265108838957
1,2,1,359.126448674608
1,2,1,700.643714589504
1,2,1,307.232294966282
1,2,1,778.120074114096
1,2,1,480.109878666286
1,2,1,413.414942371216
1,2,1,769.755483986247
1,2,1,518.261491928481
1,2,1,625.454548131879
1,2,1,503.044626217962
1,2,1,319.08307850035
1,2,1,531.211377049069
1,2,1,457.727779308712
1,2,1,346.820657178139
1,2,1,371.303891167237
1,2,1,516.755755860456
1,2,1,396.468973976211
1,2,1,731.855504440239
1,2,1,428.811475998963
1,2,1,515.415010596215
1,2,1,708.530026071947
1,2,1,779.223396890122
1,2,1,342.115238538879
1,2,1,309.379843900339
1,2,1,370.153392296025
1,2,0,405.132043156224
1,2,1,400.231663158417
1,2,1,445.040682590661
1,2,1,362.928721473671
1,2,1,952.633450100103
1,2,1,587.957896000155
1,2,1,574.264374689805
1,2,1,330.672375871375
1,2,1,349.769925144527
1,2,1,357.747210660086
1,2,1,650.238922950836
1,2,1,766.140029127622
1,2,1,506.943770628682
1,2,1,325.835678320684
1,2,1,448.141123871582
1,2,1,323.905371783336
1,2,1,369.275812762017
1,2,0,532.180916699995
1,2,0,861.682724452029
1,2,0,444.660105442294
1,2,0,426.006615245222
1,2,0,390.336817319412
1,2,1,394.010489639104
1,2,1,620.751545264199
1,2,1,377.917906875372
1,2,1,324.534908962792
1,2,1,516.974247341052
1,2,1,320.331948821063
1,2,1,350.234237897741
1,2,1,365.00249728927
1,2,1,606.245206317444
1,2,1,515.845525011835
1,2,1,363.647134866598
1,2,1,408.134979523116
1,2,1,779.423484467301
1,2,1,453.821376919626
1,2,1,361.997784295719
1,2,1,603.926111888518
1,2,1,478.246792948661
1,2,0,550.885642937506
1,2,1,835.773194463323
1,2,1,706.490656808242
1,2,1,472.567192349204
1,2,1,347.90003411932
1,2,1,538.003080065265
1,2,1,530.310870137837
1,2,0,327.737466792462
1,2,1,525.904113883007
1,2,1,742.555965974215
1,2,1,1512.34688232489
1,2,1,417.6424678241
1,2,1,526.66651163801
1,2,1,368.842054379164
1,2,1,675.916012787885
1,2,1,521.882108478167
1,2,1,831.374028218965
1,2,1,391.565142850425
1,2,1,309.192983668832
1,2,1,620.268059227812
1,2,1,333.718711570039
1,2,1,624.419420795345
1,2,1,719.018929187833
1,2,1,511.856974030153
1,2,1,395.10298806928
1,2,1,645.240751154179
1,2,1,316.599317139666
1,2,1,441.481682795966
1,2,1,426.64915980567
1,2,1,454.344401258186
1,2,1,558.864202171432
1,2,1,350.362213889695
1,2,0,999.899114792969
1,2,1,305.335705047542
1,2,1,834.830351681736
1,2,1,501.106186886767
1,2,1,494.90476991855
1,2,1,638.414980378928
1,2,1,560.093733378254
1,2,1,569.737298545671
1,2,1,365.448138413578
1,2,1,597.732049885224
1,2,1,341.797963397575
1,2,0,336.993392985578
1,2,1,537.900116734336
1,2,1,829.397885288472
1,2,1,518.831817816693
1,2,1,539.32555633308
1,2,1,609.461286404041
1,2,1,471.162707093266
1,2,1,477.77865356845
1,2,1,351.678328640938
1,2,1,761.398062342642
1,2,1,306.777933730404
1,2,1,649.097823881543
1,2,1,588.089118494488
1,2,0,442.170559308219
1,2,1,771.89627930001
1,2,1,344.259565985897
1,2,1,444.853732873347
1,2,1,511.587788713079
1,2,0,338.032532229857
1,2,1,396.200665682487
1,2,1,459.125866262645
1,2,1,683.637164815865
1,2,1,439.184168869886
1,2,1,877.210806859573
1,2,1,549.555440902572
1,2,1,681.287431053369
1,2,1,564.896944437346
1,2,0,428.347984015478
1,2,1,321.771452829114
1,2,1,588.1482906085
1,2,1,316.230227714652
1,2,1,492.129110278116
1,2,0,373.268678204676
1,2,1,667.097787898665
1,2,1,460.547437032318
1,2,1,527.55486622612
1,2,1,326.906339230533
1,2,1,552.235456937109
1,2,1,304.153192989117
1,2,1,529.796559378511
1,2,1,588.444398794659
1,2,1,507.528132524862
1,2,1,786.082910426802
1,2,0,588.435025864728
1,2,1,959.989948935934
1,2,1,436.398897562407
1,2,1,656.382114099649
1,2,1,616.330032497086
1,2,1,670.667942258849
1,2,1,478.631718526656
1,2,1,338.20576180074
1,2,1,421.521654096332
1,2,1,307.801873588218
1,2,1,1237.39092990862
1,2,0,618.061524640207
1,2,1,339.345620926912
1,2,1,318.824823571318
1,2,1,643.103156792295
1,2,0,437.014231623242
1,2,1,415.052581929451
1,2,1,416.11028764423
1,2,1,816.19648025186
1,2,1,718.64983845691
1,2,0,332.919348820336
1,2,1,539.051000040916
1,2,1,438.097528440394
1,2,1,312.678978419697
1,2,1,347.691356170924
1,2,1,409.177592661519
1,2,1,572.12882435024
1,2,1,592.05585161091
1,2,1,769.82934188949
1,2,1,568.97704569125
1,2,1,453.794751078932
1,2,1,498.294065198413
1,2,1,691.922712642505
1,2,1,648.603287279731
1,2,1,394.596269722729
1,2,1,756.26852644493
1,2,1,676.919812647217
1,2,1,514.302950290098
1,2,1,523.496266259937
1,2,1,433.181780762845
1,2,0,325.455486814458
1,2,1,645.343107593388
1,2,1,406.15159670008
1,2,1,443.907181654984
1,2,1,602.579828709083
1,2,1,698.334041424361
1,2,1,620.092588678678
1,2,1,449.240341347376
1,2,1,441.866175486668
1,2,1,1033.17328395936
1,2,1,450.318933286348
1,2,0,464.70731802839
1,2,0,370.473634734349
1,2,1,619.816640201612
1,2,1,519.527150434156
1,2,1,483.443250052135
1,2,1,375.626446633596
1,2,0,421.887724858965
1,2,1,622.356920492297
1,2,1,447.73185258708
1,2,1,424.789615826158
1,2,1,450.414853690754
1,2,1,542.844034219635
1,2,1,448.298244923122
1,2,1,543.040003619259
1,2,1,466.720815012309
1,2,1,499.715602169741
1,2,1,356.055848937324
1,2,1,399.91134377643
1,2,1,503.261332040721
1,2,1,363.844390793544
1,2,1,362.157761627419
1,2,1,425.895348902533
1,2,1,397.065967811418
1,2,1,658.115407749044
1,2,1,405.927088204523
1,2,1,336.053099827479
1,2,1,319.904502642251
1,2,1,590.114696389929
1,2,1,354.333069987895
1,2,1,380.240944181426
1,2,1,336.481501398759
1,2,1,480.677788255559
1,2,1,387.236057802219
1,2,1,502.635873479273
1,2,1,675.166135684562
1,2,1,501.566108602248
1,2,0,408.077838707918
1,2,1,636.980568195792
1,2,0,663.3140413683
1,2,1,344.807611163222
1,2,0,334.53863356978
1,2,1,323.872589111229
1,2,1,563.439078398346
1,2,1,321.724577954449
1,2,1,425.809430813129
1,2,1,360.737949159398
1,2,1,308.137077332374
1,2,1,439.813634830294
1,2,1,345.829300331453
1,2,1,352.583399796724
1,2,1,471.677196740017
1,2,1,332.581744220861
1,2,1,605.011287022742
1,2,0,421.264834472718
1,2,1,376.873580149708
1,2,1,782.478594131258
1,2,0,416.527969432416
1,2,1,857.969284867322
1,2,1,497.570379280839
1,2,1,507.728329588058
1,2,1,454.944124787762
1,2,1,881.877623931615
1,2,1,511.250409013853
1,2,1,661.075878997774
1,2,1,705.822021901064
1,2,1,760.339227558533
1,2,1,339.526410900428
1,2,1,675.57073984575
1,2,1,507.756542505982
1,2,1,683.112748041182
1,2,0,315.684284624188
1,2,1,325.427079323831
1,2,1,661.635877806392
1,2,1,693.463658527653
1,2,1,404.828574429409
1,2,1,475.967967603206
1,2,0,599.729529412878
1,2,1,393.69570023683
1,2,1,512.332057348938
1,2,1,545.888976025886
1,2,1,471.348474845873
1,2,1,481.438884349098
1,2,1,404.72946716556
1,2,1,380.347621166563
1,2,0,352.016511591535
1,2,0,420.497820234827
1,2,1,571.121831875048
1,2,1,345.106449659193
1,2,1,494.585367162491
1,2,1,593.074575297934
1,2,1,678.886469308492
1,2,1,472.026686682293
1,2,1,516.805604839809
1,2,1,434.905322011343
1,2,1,372.626405298293
1,2,1,662.341143594545
1,2,1,821.489897811877
1,2,1,318.965505512397
1,2,1,614.996185551958
1,2,0,353.154896815703
1,2,1,714.097746552316
1,2,1,310.759706460095
1,2,1,374.346562113694
1,2,0,579.889715510791
1,2,1,553.348240221925
1,2,1,554.280857897752
1,2,1,654.552834113247
1,2,1,380.072137428233
1,2,1,357.682089077727
1,2,0,439.601662973315
1,2,1,304.654970189371
1,2,1,345.229247398063
1,2,1,459.760619960493
1,2,1,523.983358167211
1,2,1,616.787967399051
1,2,1,871.587810798435
1,2,1,584.814085689747
1,2,1,537.761539148225
1,2,0,541.163998325984
1,2,0,382.403183760768
1,2,1,599.832198599685
1,2,1,475.002771408275
1,2,1,477.600480582062
1,2,1,363.365004816766
1,2,1,316.695091480636
1,2,1,325.863780906249
1,2,1,363.77078284485
1,2,1,751.320550454858
1,2,1,379.502368733422
1,2,1,306.151421446306
1,2,1,482.342964934159
1,2,1,458.264260571749
1,2,1,625.602948029901
1,2,1,379.454997822387
1,2,1,509.648368279267
1,2,0,407.114010869264
1,2,1,401.224818830233
1,2,1,435.310806846125
1,2,1,488.845535534541
1,2,1,345.708127078714
1,2,1,605.33354827583
1,2,1,511.766187602408
1,2,1,369.285329010434
1,2,0,453.651080389718
1,2,1,306.466732275517
1,2,1,832.63643276353
1,2,1,775.020400611236
1,2,1,597.324402432464
1,2,1,418.825412945266
1,2,1,663.169601465209
1,2,0,354.96695380024
1,2,1,447.405862804264
1,2,1,650.817184687696
1,2,1,509.161361614919
1,2,1,497.20663694884
1,2,1,351.363079986519
1,2,1,525.004968694944
1,2,1,460.985710047573
1,2,1,391.003737438371
2,1,1,424.255716588184
2,1,1,542.541426976523
2,1,1,477.249476272765
2,1,1,759.20597445362
2,1,1,532.990749184973
2,1,0,615.530249957127
2,1,1,497.249992909203
2,1,1,733.848217401142
2,1,1,660.63098808815
2,1,1,600.300218922862
2,1,1,463.42230119087
2,1,1,504.535690511823
2,1,1,570.099391914041
2,1,1,484.27218630793
2,1,0,604.246716460609
2,1,1,558.847949861512
2,1,1,608.708157402463
2,1,1,432.546641845665
2,1,1,566.129484084682
2,1,1,700.675848274506
2,1,1,400.172141419511
2,1,1,952.036511291238
2,1,1,1112.87788998452
2,1,1,393.193389687639
2,1,1,416.819073502892
2,1,1,438.896487100921
2,1,1,749.029779348788
2,1,1,676.923820563745
2,1,1,735.845430872617
2,1,1,741.119165938406
2,1,1,741.391700076273
2,1,1,442.472689769833
2,1,0,1033.87551031696
2,1,0,663.178785159424
2,1,0,563.360125944193
2,1,1,469.237509616124
2,1,1,636.044252776462
2,1,1,608.378231743795
2,1,1,707.613548937757
2,1,1,494.759249988205
2,1,1,588.526831996727
2,1,1,473.647964779229
2,1,1,433.12984763712
2,1,1,572.504580426231
2,1,1,581.827986327124
2,1,0,582.11329906535
2,1,1,624.549407198636
2,1,1,730.912639894889
2,1,1,593.462479250834
2,1,1,434.529630205433
2,1,1,476.926344067733
2,1,0,782.316091586323
2,1,1,579.882897669987
2,1,1,564.937146074784
2,1,1,617.576497384354
2,1,1,892.062272295603
2,1,1,535.960098185381
2,1,1,535.383368713152
2,1,1,433.970147346622
2,1,1,500.816870585706
2,1,1,579.712562197072
2,1,1,586.12082092134
2,1,1,594.418260983022
2,1,1,443.499970206218
2,1,1,486.065404034997
2,1,1,527.881255896815
2,1,1,500.720893827229
2,1,1,617.165877102343
2,1,1,547.052670044969
2,1,1,542.0251825457
2,1,1,604.728495003386
2,1,1,521.369420410368
2,1,1,526.869850353372
2,1,1,736.587161387675
2,1,1,630.674186987347
2,1,1,538.300635602796
2,1,1,582.316290568027
2,1,1,572.434503150448
2,1,1,467.497650994926
2,1,1,980.623247504408
2,1,1,570.839944785886
2,1,1,490.899752907205
2,1,1,587.927019821576
2,1,0,515.594398795329
2,1,1,760.438082058123
2,1,1,771.724583448132
2,1,1,973.104687928038
2,1,1,460.900518696712
2,1,1,652.718647045746
2,1,1,530.357013599376
2,1,0,468.830829766057
2,1,1,569.01949073464
2,1,1,575.959004848684
2,1,1,376.433166710498
2,1,1,491.191923600458
2,1,1,483.99042023502
2,1,1,665.94476462564
2,1,1,473.128358543141
2,1,1,556.679958868941
2,1,1,557.183566149313
2,1,1,550.261089239869
2,1,1,713.590972958945
2,1,1,665.922286906879
2,1,1,472.472162821124
2,1,1,545.423434949826
2,1,1,633.800459579707
2,1,1,585.519461411715
2,1,1,547.963308392896
2,1,1,426.029373826393
2,1,1,468.716962065531
2,1,0,653.669339725344
2,1,1,558.703236768114
2,1,1,579.854815761235
2,1,1,542.435610837455
2,1,1,686.519940788149
2,1,1,443.205980703461
2,1,1,702.430477341458
2,1,1,707.430469016164
2,1,1,518.263596681615
2,1,1,424.315539769025
2,1,1,555.74344520638
2,1,1,577.248476144358
2,1,1,653.856919740684
2,1,1,688.594455123522
2,1,1,505.380150235081
2,1,1,521.445663324965
2,1,1,1026.5424451401
2,1,1,405.615695111387
2,1,1,480.784232792761
2,1,1,569.705183140985
2,1,1,607.457895487056
2,1,1,492.206678047589
2,1,1,495.53131403565
2,1,1,480.835186338409
2,1,0,807.374445729673
2,1,1,451.356893405625
2,1,1,510.357823076742
2,1,1,574.181660721161
2,1,1,458.236029273416
2,1,1,540.181122505301
2,1,1,634.399357266937
2,1,1,632.50669171644
2,1,1,739.568502959267
2,1,1,401.918688388809
2,1,1,531.212886814925
2,1,1,751.942698891896
2,1,1,539.578167386345
2,1,1,689.619764463294
2,1,0,559.631735935174
2,1,1,555.154366557111
2,1,1,473.315082115443
2,1,1,687.255378787087
2,1,1,590.587303738384
2,1,1,608.928976997276
2,1,1,464.072031852876
2,1,1,633.034747798837
2,1,0,419.05149900861
2,1,1,491.999453008804
2,1,1,550.875694918214
2,1,1,560.705572301153
2,1,1,768.267246900092
2,1,1,486.82965648346
2,1,1,506.725234681041
2,1,1,705.495320995486
2,1,1,504.070947712505
2,1,1,581.758352282538
2,1,1,740.433687071818
2,1,1,506.058561321183
2,1,1,433.812915122538
2,1,1,536.786674304409
2,1,1,623.961408713061
2,1,1,596.024411513293
2,1,1,627.496195830351
2,1,1,501.437550483874
2,1,1,558.9352526023
2,1,1,483.43692299502
2,1,1,544.254164653929
2,1,1,672.196616059893
2,1,1,542.421514608286
2,1,1,553.185437439956
2,1,1,636.623167233739
2,1,1,596.758498217575
2,1,1,558.2183655194
2,1,1,436.7420297015
2,1,1,525.490562520999
2,1,1,614.941297064566
2,1,1,746.367964870903
2,1,1,531.591033303275
2,1,1,866.613906418893
2,1,1,478.049904370656
2,1,1,568.705314189713
2,1,1,571.138842032527
2,1,1,468.81873162975
2,1,1,431.079351944272
2,1,1,437.341846633762
2,1,1,660.200636577357
2,1,1,562.582904923961
2,1,1,864.180060643877
2,1,1,684.715753974612
2,1,1,975.378270974867
2,1,1,684.677148310835
2,1,1,553.468353820772
2,1,1,667.336195378035
2,1,1,535.773567873983
2,1,1,564.13289611295
2,1,1,473.936497350825
2,1,1,633.773497765117
2,1,1,546.826551474634
2,1,1,664.284362701529
2,1,1,553.939295908615
2,1,1,503.229403978372
2,1,1,622.957078505054
2,1,1,707.438710567944
2,1,1,591.57002800354
2,1,1,498.334286938971
2,1,1,696.082434052958
2,1,1,641.048959534375
2,1,1,587.316874341079
2,1,1,682.929219033332
2,1,1,872.937500606065
2,1,1,453.800813236042
2,1,1,581.585210449954
2,1,1,755.863708849695
2,1,1,505.441735275797
2,1,1,564.139531511052
2,1,1,675.78411615758
2,1,1,589.170685142924
2,1,1,682.897677856848
2,1,1,425.844490323533
2,1,1,736.432325757341
2,1,1,431.415410572875
2,1,1,507.996179387967
2,1,1,605.644368716684
2,1,1,784.115094038834
2,1,1,414.344183670129
2,1,1,517.956488936925
2,1,1,597.906695334994
2,1,1,480.413440252
2,1,1,470.545695428102
2,1,1,798.075914942872
2,1,0,543.893288386923
2,1,1,782.768508405996
2,1,1,1279.19661483855
2,1,1,546.031311535458
2,1,1,430.158582636427
2,1,1,706.218821615289
2,1,1,533.814231940396
2,1,1,1027.95060372231
2,1,1,604.140612350141
2,1,0,556.055665806222
2,1,1,500.31436131895
2,1,1,525.753146382892
2,1,1,663.05649133085
2,1,1,840.186257378866
2,1,1,588.167189091111
2,1,1,601.86233736176
2,1,1,533.45315349579
2,1,1,585.623193064059
2,1,1,692.831677456719
2,1,1,571.925351685709
2,1,1,1214.0821477872
2,1,1,920.952934819302
2,1,1,406.706265128599
2,1,1,601.166968364636
2,1,1,414.442487866876
2,1,1,499.789303902986
2,1,0,460.109054499283
2,1,1,830.890741263299
2,1,1,676.33244601465
2,1,1,531.604352004095
2,1,1,594.765507271986
2,1,1,519.286844503182
2,1,1,474.213131706945
